challenge_id,class
TRAIN017621,gradeable
TRAIN040285,gradeable
TRAIN053091,gradeable
TRAIN040699,gradeable
TRAIN039985,gradeable
TRAIN028024,gradeable
TRAIN091778,gradeable
TRAIN087756,gradeable
TRAIN023419,gradeable
TRAIN033768,gradeable
TRAIN041003,gradeable
TRAIN069388,gradeable
TRAIN058453,gradeable
TRAIN010389,gradeable
TRAIN030842,gradeable
TRAIN069365,gradeable
TRAIN046314,gradeable
TRAIN007076,gradeable
TRAIN002206,gradeable
TRAIN070316,gradeable
TRAIN081902,gradeable
TRAIN049945,gradeable
TRAIN090254,gradeable
TRAIN041780,gradeable
TRAIN032296,gradeable
TRAIN034568,gradeable
TRAIN083179,gradeable
TRAIN023193,gradeable
TRAIN018391,gradeable
TRAIN073040,gradeable
TRAIN014797,gradeable
TRAIN058078,gradeable
TRAIN041799,gradeable
TRAIN069490,gradeable
TRAIN057650,gradeable
TRAIN062512,gradeable
TRAIN083484,gradeable
TRAIN022897,gradeable
TRAIN060686,gradeable
TRAIN023474,gradeable
TRAIN100384,gradeable
TRAIN071829,gradeable
TRAIN096098,gradeable
TRAIN056595,gradeable
TRAIN021235,gradeable
TRAIN012733,gradeable
TRAIN092049,gradeable
TRAIN017089,gradeable
TRAIN027621,gradeable
TRAIN091374,gradeable
TRAIN010849,gradeable
TRAIN032898,gradeable
TRAIN021309,gradeable
TRAIN080884,gradeable
TRAIN031682,gradeable
TRAIN099065,gradeable
TRAIN026536,gradeable
TRAIN016875,gradeable
TRAIN039025,gradeable
TRAIN051169,gradeable
TRAIN068097,gradeable
TRAIN049242,gradeable
TRAIN056488,gradeable
TRAIN058211,gradeable
TRAIN002084,gradeable
TRAIN058308,gradeable
TRAIN043952,gradeable
TRAIN098922,gradeable
TRAIN009329,gradeable
TRAIN060899,gradeable
TRAIN090003,gradeable
TRAIN010698,gradeable
TRAIN011004,gradeable
TRAIN099955,gradeable
TRAIN049322,gradeable
TRAIN003459,gradeable
TRAIN056747,gradeable
TRAIN026777,gradeable
TRAIN004778,gradeable
TRAIN078094,gradeable
TRAIN048603,gradeable
TRAIN013649,gradeable
TRAIN063116,gradeable
TRAIN016893,gradeable
TRAIN003854,gradeable
TRAIN016165,gradeable
TRAIN070457,gradeable
TRAIN081666,gradeable
TRAIN093798,gradeable
TRAIN072495,gradeable
TRAIN013662,gradeable
TRAIN040240,gradeable
TRAIN033813,gradeable
TRAIN079092,gradeable
TRAIN014975,gradeable
TRAIN003205,gradeable
TRAIN093723,gradeable
TRAIN079961,gradeable
TRAIN016929,gradeable
TRAIN064065,gradeable
TRAIN087887,gradeable
TRAIN022319,gradeable
TRAIN008720,gradeable
TRAIN023699,gradeable
TRAIN079933,gradeable
TRAIN007532,gradeable
TRAIN065170,gradeable
TRAIN100942,gradeable
TRAIN062389,gradeable
TRAIN080905,gradeable
TRAIN059691,gradeable
TRAIN069150,gradeable
TRAIN028598,gradeable
TRAIN049970,gradeable
TRAIN020914,gradeable
TRAIN074039,gradeable
TRAIN069172,gradeable
TRAIN034186,gradeable
TRAIN078401,gradeable
TRAIN086591,gradeable
TRAIN002696,gradeable
TRAIN099682,gradeable
TRAIN001335,gradeable
TRAIN020290,gradeable
TRAIN084777,gradeable
TRAIN074781,gradeable
TRAIN028516,gradeable
TRAIN075233,gradeable
TRAIN044658,gradeable
TRAIN085243,gradeable
TRAIN043160,gradeable
TRAIN049900,gradeable
TRAIN050530,gradeable
TRAIN005692,gradeable
TRAIN099379,gradeable
TRAIN009058,gradeable
TRAIN073075,gradeable
TRAIN058776,gradeable
TRAIN059532,gradeable
TRAIN013777,gradeable
TRAIN023516,gradeable
TRAIN068286,gradeable
TRAIN015263,gradeable
TRAIN015186,gradeable
TRAIN081581,gradeable
TRAIN077577,gradeable
TRAIN022584,gradeable
TRAIN028626,gradeable
TRAIN089135,gradeable
TRAIN008733,gradeable
TRAIN004186,gradeable
TRAIN026801,gradeable
TRAIN031697,gradeable
TRAIN017698,gradeable
TRAIN054876,gradeable
TRAIN053467,gradeable
TRAIN007533,gradeable
TRAIN062316,gradeable
TRAIN002409,gradeable
TRAIN065666,gradeable
TRAIN054152,gradeable
TRAIN041224,gradeable
TRAIN064944,gradeable
TRAIN055639,gradeable
TRAIN049907,gradeable
TRAIN038829,gradeable
TRAIN027785,gradeable
TRAIN094905,gradeable
TRAIN037940,gradeable
TRAIN036540,gradeable
TRAIN094472,gradeable
TRAIN011113,gradeable
TRAIN068885,gradeable
TRAIN041251,gradeable
TRAIN096991,gradeable
TRAIN036101,gradeable
TRAIN072855,gradeable
TRAIN061779,gradeable
TRAIN021184,gradeable
TRAIN075348,gradeable
TRAIN088297,gradeable
TRAIN003379,gradeable
TRAIN077348,gradeable
TRAIN018692,gradeable
TRAIN036936,gradeable
TRAIN087247,gradeable
TRAIN014939,gradeable
TRAIN059539,gradeable
TRAIN043005,gradeable
TRAIN026764,gradeable
TRAIN045589,gradeable
TRAIN064320,gradeable
TRAIN044630,gradeable
TRAIN049636,gradeable
TRAIN022285,gradeable
TRAIN093036,gradeable
TRAIN075330,gradeable
TRAIN001797,gradeable
TRAIN039756,gradeable
TRAIN029384,gradeable
TRAIN044438,gradeable
TRAIN090171,gradeable
TRAIN000761,gradeable
TRAIN058088,gradeable
TRAIN006020,gradeable
TRAIN006705,gradeable
TRAIN004837,gradeable
TRAIN078888,gradeable
TRAIN031026,gradeable
TRAIN074967,gradeable
TRAIN057459,gradeable
TRAIN082017,gradeable
TRAIN085770,gradeable
TRAIN027697,gradeable
TRAIN075880,gradeable
TRAIN002860,gradeable
TRAIN040534,gradeable
TRAIN089189,gradeable
TRAIN091711,gradeable
TRAIN012872,gradeable
TRAIN065751,gradeable
TRAIN015265,gradeable
TRAIN047990,gradeable
TRAIN033249,gradeable
TRAIN023450,gradeable
TRAIN070213,gradeable
TRAIN055725,gradeable
TRAIN098649,gradeable
TRAIN037549,gradeable
TRAIN004560,gradeable
TRAIN096223,gradeable
TRAIN030762,gradeable
TRAIN031665,gradeable
TRAIN060154,gradeable
TRAIN084145,gradeable
TRAIN030892,gradeable
TRAIN074595,gradeable
TRAIN016978,gradeable
TRAIN056543,gradeable
TRAIN023300,gradeable
TRAIN006046,gradeable
TRAIN016636,gradeable
TRAIN012681,gradeable
TRAIN055207,gradeable
TRAIN062849,gradeable
TRAIN043491,gradeable
TRAIN077490,gradeable
TRAIN047280,gradeable
TRAIN075929,gradeable
TRAIN076765,gradeable
TRAIN058819,gradeable
TRAIN035008,gradeable
TRAIN083801,gradeable
TRAIN098714,gradeable
TRAIN044650,gradeable
TRAIN095264,gradeable
TRAIN086909,gradeable
TRAIN082866,gradeable
TRAIN046947,gradeable
TRAIN052380,gradeable
TRAIN063289,gradeable
TRAIN011144,gradeable
TRAIN091082,gradeable
TRAIN077958,gradeable
TRAIN053697,gradeable
TRAIN013195,gradeable
TRAIN090071,gradeable
TRAIN022339,gradeable
TRAIN058270,gradeable
TRAIN017246,gradeable
TRAIN074491,gradeable
TRAIN082902,gradeable
TRAIN097642,gradeable
TRAIN056151,gradeable
TRAIN008288,gradeable
TRAIN079188,gradeable
TRAIN054076,gradeable
TRAIN053586,gradeable
TRAIN014948,gradeable
TRAIN016407,gradeable
TRAIN101043,gradeable
TRAIN072983,gradeable
TRAIN053215,gradeable
TRAIN052541,gradeable
TRAIN031078,gradeable
TRAIN028249,gradeable
TRAIN058274,gradeable
TRAIN074978,gradeable
TRAIN083702,gradeable
TRAIN056591,gradeable
TRAIN014099,gradeable
TRAIN068739,gradeable
TRAIN063230,gradeable
TRAIN024483,gradeable
TRAIN020958,gradeable
TRAIN099818,gradeable
TRAIN036278,gradeable
TRAIN035685,gradeable
TRAIN012222,gradeable
TRAIN053433,gradeable
TRAIN092879,gradeable
TRAIN062888,gradeable
TRAIN010305,gradeable
TRAIN032327,gradeable
TRAIN051927,gradeable
TRAIN091912,gradeable
TRAIN007626,gradeable
TRAIN065893,gradeable
TRAIN044721,gradeable
TRAIN013889,gradeable
TRAIN013606,gradeable
TRAIN041765,gradeable
TRAIN084927,gradeable
TRAIN078255,gradeable
TRAIN038104,gradeable
TRAIN064876,gradeable
TRAIN089381,gradeable
TRAIN097094,gradeable
TRAIN067493,gradeable
TRAIN024726,gradeable
TRAIN099725,gradeable
TRAIN057408,gradeable
TRAIN042359,gradeable
TRAIN050123,gradeable
TRAIN005719,gradeable
TRAIN006276,gradeable
TRAIN084012,gradeable
TRAIN075632,gradeable
TRAIN091277,gradeable
TRAIN085249,gradeable
TRAIN097352,gradeable
TRAIN085406,gradeable
TRAIN051896,gradeable
TRAIN060021,gradeable
TRAIN027872,gradeable
TRAIN020728,gradeable
TRAIN003100,gradeable
TRAIN029613,gradeable
TRAIN065766,gradeable
TRAIN033149,gradeable
TRAIN086852,gradeable
TRAIN031107,gradeable
TRAIN017674,gradeable
TRAIN070655,gradeable
TRAIN054114,gradeable
TRAIN029913,gradeable
TRAIN100299,gradeable
TRAIN014307,gradeable
TRAIN057357,gradeable
TRAIN050890,gradeable
TRAIN027094,gradeable
TRAIN094125,gradeable
TRAIN079615,gradeable
TRAIN077351,gradeable
TRAIN087522,gradeable
TRAIN085497,gradeable
TRAIN011758,gradeable
TRAIN055551,gradeable
TRAIN031166,gradeable
TRAIN046454,gradeable
TRAIN061466,gradeable
TRAIN035562,gradeable
TRAIN057610,gradeable
TRAIN080460,gradeable
TRAIN028016,gradeable
TRAIN076323,gradeable
TRAIN014045,gradeable
TRAIN038984,gradeable
TRAIN097661,gradeable
TRAIN009698,gradeable
TRAIN079293,gradeable
TRAIN051224,gradeable
TRAIN035815,gradeable
TRAIN045666,gradeable
TRAIN057694,gradeable
TRAIN035216,gradeable
TRAIN091872,gradeable
TRAIN059021,gradeable
TRAIN021080,gradeable
TRAIN099590,gradeable
TRAIN043792,gradeable
TRAIN066917,gradeable
TRAIN065661,gradeable
TRAIN002450,gradeable
TRAIN000855,gradeable
TRAIN013883,gradeable
TRAIN011631,gradeable
TRAIN004020,gradeable
TRAIN045914,gradeable
TRAIN036021,gradeable
TRAIN035998,gradeable
TRAIN034315,gradeable
TRAIN022979,gradeable
TRAIN003004,gradeable
TRAIN013246,gradeable
TRAIN085296,gradeable
TRAIN072836,gradeable
TRAIN033216,gradeable
TRAIN071767,gradeable
TRAIN076388,gradeable
TRAIN061199,gradeable
TRAIN010748,gradeable
TRAIN063335,gradeable
TRAIN045888,gradeable
TRAIN031291,gradeable
TRAIN051426,gradeable
TRAIN079601,gradeable
TRAIN096490,gradeable
TRAIN019182,gradeable
TRAIN002854,gradeable
TRAIN040007,gradeable
TRAIN009207,gradeable
TRAIN097417,gradeable
TRAIN091513,gradeable
TRAIN017784,gradeable
TRAIN053041,gradeable
TRAIN079639,gradeable
TRAIN013188,gradeable
TRAIN043116,gradeable
TRAIN091381,gradeable
TRAIN079908,gradeable
TRAIN092497,gradeable
TRAIN005990,gradeable
TRAIN028696,gradeable
TRAIN042292,gradeable
TRAIN036751,gradeable
TRAIN069634,gradeable
TRAIN036224,gradeable
TRAIN087026,gradeable
TRAIN036264,gradeable
TRAIN003525,gradeable
TRAIN043421,gradeable
TRAIN001007,gradeable
TRAIN082301,gradeable
TRAIN068353,gradeable
TRAIN005969,gradeable
TRAIN095598,gradeable
TRAIN058744,gradeable
TRAIN037415,gradeable
TRAIN101327,gradeable
TRAIN028063,gradeable
TRAIN073630,gradeable
TRAIN019099,gradeable
TRAIN006549,gradeable
TRAIN047854,gradeable
TRAIN086500,gradeable
TRAIN086308,gradeable
TRAIN034048,gradeable
TRAIN039655,gradeable
TRAIN045655,gradeable
TRAIN043391,gradeable
TRAIN052336,gradeable
TRAIN043346,gradeable
TRAIN003778,gradeable
TRAIN022066,gradeable
TRAIN010342,gradeable
TRAIN101173,gradeable
TRAIN061158,gradeable
TRAIN062712,gradeable
TRAIN014618,gradeable
TRAIN097550,gradeable
TRAIN060708,gradeable
TRAIN005672,gradeable
TRAIN020927,gradeable
TRAIN025438,gradeable
TRAIN003075,gradeable
TRAIN016977,gradeable
TRAIN086888,gradeable
TRAIN000906,gradeable
TRAIN014039,gradeable
TRAIN100775,gradeable
TRAIN055100,gradeable
TRAIN036893,gradeable
TRAIN008450,gradeable
TRAIN062581,gradeable
TRAIN002594,gradeable
TRAIN049372,gradeable
TRAIN018456,gradeable
TRAIN032787,gradeable
TRAIN073514,gradeable
TRAIN100205,gradeable
TRAIN100674,gradeable
TRAIN066426,gradeable
TRAIN010855,gradeable
TRAIN011930,gradeable
TRAIN076266,gradeable
TRAIN045027,gradeable
TRAIN081478,gradeable
TRAIN012905,gradeable
TRAIN063897,gradeable
TRAIN051697,gradeable
TRAIN058079,gradeable
TRAIN070981,gradeable
TRAIN053406,gradeable
TRAIN076114,gradeable
TRAIN073161,gradeable
TRAIN024341,gradeable
TRAIN033808,gradeable
TRAIN022715,gradeable
TRAIN088802,gradeable
TRAIN080505,gradeable
TRAIN011322,gradeable
TRAIN089121,gradeable
TRAIN070013,gradeable
TRAIN037149,gradeable
TRAIN040759,gradeable
TRAIN021924,gradeable
TRAIN023382,gradeable
TRAIN066727,gradeable
TRAIN029459,gradeable
TRAIN007460,gradeable
TRAIN023610,gradeable
TRAIN021317,gradeable
TRAIN009226,gradeable
TRAIN063970,gradeable
TRAIN079515,gradeable
TRAIN002319,gradeable
TRAIN064363,gradeable
TRAIN068493,gradeable
TRAIN007344,gradeable
TRAIN029413,gradeable
TRAIN070805,gradeable
TRAIN047731,gradeable
TRAIN029358,gradeable
TRAIN053561,gradeable
TRAIN016687,gradeable
TRAIN097348,gradeable
TRAIN086476,gradeable
TRAIN081208,gradeable
TRAIN045675,gradeable
TRAIN042377,gradeable
TRAIN080198,gradeable
TRAIN072955,gradeable
TRAIN008963,gradeable
TRAIN005090,gradeable
TRAIN091309,gradeable
TRAIN069472,gradeable
TRAIN027469,gradeable
TRAIN092391,gradeable
TRAIN090466,gradeable
TRAIN054668,gradeable
TRAIN044842,gradeable
TRAIN038503,gradeable
TRAIN049077,gradeable
TRAIN020191,gradeable
TRAIN080929,gradeable
TRAIN008604,gradeable
TRAIN021813,gradeable
TRAIN077442,gradeable
TRAIN076596,gradeable
TRAIN036895,gradeable
TRAIN010184,gradeable
TRAIN006072,gradeable
TRAIN094930,gradeable
TRAIN003491,gradeable
TRAIN086550,gradeable
TRAIN084686,gradeable
TRAIN035468,gradeable
TRAIN096912,gradeable
TRAIN010432,gradeable
TRAIN090190,gradeable
TRAIN007315,gradeable
TRAIN076430,gradeable
TRAIN036986,gradeable
TRAIN062535,gradeable
TRAIN043547,gradeable
TRAIN070083,gradeable
TRAIN092576,gradeable
TRAIN030721,gradeable
TRAIN017138,gradeable
TRAIN038677,gradeable
TRAIN059793,gradeable
TRAIN059557,gradeable
TRAIN038724,gradeable
TRAIN001873,gradeable
TRAIN076795,gradeable
TRAIN081751,gradeable
TRAIN037997,gradeable
TRAIN081022,gradeable
TRAIN001397,gradeable
TRAIN063071,gradeable
TRAIN073931,gradeable
TRAIN062370,gradeable
TRAIN005045,gradeable
TRAIN015210,gradeable
TRAIN066736,gradeable
TRAIN024382,gradeable
TRAIN062751,gradeable
TRAIN019338,gradeable
TRAIN023310,gradeable
TRAIN041414,gradeable
TRAIN056294,gradeable
TRAIN063737,gradeable
TRAIN093417,gradeable
TRAIN083470,gradeable
TRAIN088857,gradeable
TRAIN081507,gradeable
TRAIN003831,gradeable
TRAIN015126,gradeable
TRAIN018832,gradeable
TRAIN050983,gradeable
TRAIN056597,gradeable
TRAIN042146,gradeable
TRAIN003079,gradeable
TRAIN039641,gradeable
TRAIN052573,gradeable
TRAIN080053,gradeable
TRAIN013442,gradeable
TRAIN007817,gradeable
TRAIN027654,gradeable
TRAIN009100,gradeable
TRAIN010643,gradeable
TRAIN054183,gradeable
TRAIN036115,gradeable
TRAIN100003,gradeable
TRAIN076259,gradeable
TRAIN063877,gradeable
TRAIN069806,gradeable
TRAIN005868,gradeable
TRAIN048306,gradeable
TRAIN006527,gradeable
TRAIN037165,gradeable
TRAIN077658,gradeable
TRAIN016439,gradeable
TRAIN003120,gradeable
TRAIN028673,gradeable
TRAIN004467,gradeable
TRAIN077217,gradeable
TRAIN035258,gradeable
TRAIN080917,gradeable
TRAIN055071,gradeable
TRAIN008725,gradeable
TRAIN073775,gradeable
TRAIN038434,gradeable
TRAIN013303,gradeable
TRAIN057720,gradeable
TRAIN063311,gradeable
TRAIN088849,gradeable
TRAIN077738,gradeable
TRAIN030614,gradeable
TRAIN093384,gradeable
TRAIN023852,gradeable
TRAIN094506,gradeable
TRAIN100629,gradeable
TRAIN016306,gradeable
TRAIN022082,gradeable
TRAIN077088,gradeable
TRAIN067264,gradeable
TRAIN047152,gradeable
TRAIN034270,gradeable
TRAIN003894,gradeable
TRAIN063067,gradeable
TRAIN070589,gradeable
TRAIN019062,gradeable
TRAIN057431,gradeable
TRAIN061479,gradeable
TRAIN002054,gradeable
TRAIN062077,gradeable
TRAIN096024,gradeable
TRAIN029821,gradeable
TRAIN065715,gradeable
TRAIN016650,gradeable
TRAIN041063,gradeable
TRAIN054343,gradeable
TRAIN094956,gradeable
TRAIN100437,gradeable
TRAIN073127,gradeable
TRAIN081111,gradeable
TRAIN038082,gradeable
TRAIN026287,gradeable
TRAIN002370,gradeable
TRAIN058068,gradeable
TRAIN021904,gradeable
TRAIN026521,gradeable
TRAIN098539,gradeable
TRAIN026998,gradeable
TRAIN092561,gradeable
TRAIN019008,gradeable
TRAIN045286,gradeable
TRAIN060730,gradeable
TRAIN063969,gradeable
TRAIN082366,gradeable
TRAIN064587,gradeable
TRAIN014568,gradeable
TRAIN007728,gradeable
TRAIN035196,gradeable
TRAIN038153,gradeable
TRAIN061651,gradeable
TRAIN077516,gradeable
TRAIN029700,gradeable
TRAIN028883,gradeable
TRAIN061020,gradeable
TRAIN072423,gradeable
TRAIN012806,gradeable
TRAIN079431,gradeable
TRAIN042374,gradeable
TRAIN099415,gradeable
TRAIN043206,gradeable
TRAIN026332,gradeable
TRAIN046801,gradeable
TRAIN020082,gradeable
TRAIN029474,gradeable
TRAIN035749,gradeable
TRAIN007691,gradeable
TRAIN004813,gradeable
TRAIN049301,gradeable
TRAIN043175,gradeable
TRAIN009908,gradeable
TRAIN005597,gradeable
TRAIN055627,gradeable
TRAIN062797,gradeable
TRAIN078943,gradeable
TRAIN094187,gradeable
TRAIN001808,gradeable
TRAIN052919,gradeable
TRAIN078016,gradeable
TRAIN042145,gradeable
TRAIN084704,gradeable
TRAIN013495,gradeable
TRAIN013371,gradeable
TRAIN031154,gradeable
TRAIN095323,gradeable
TRAIN062531,gradeable
TRAIN087271,gradeable
TRAIN026022,gradeable
TRAIN091492,gradeable
TRAIN072264,gradeable
TRAIN081731,gradeable
TRAIN012097,gradeable
TRAIN097014,gradeable
TRAIN004228,gradeable
TRAIN000451,gradeable
TRAIN091461,gradeable
TRAIN097462,gradeable
TRAIN097208,gradeable
TRAIN063277,gradeable
TRAIN055718,gradeable
TRAIN041450,gradeable
TRAIN094953,gradeable
TRAIN005602,gradeable
TRAIN085542,gradeable
TRAIN091772,gradeable
TRAIN011014,gradeable
TRAIN012448,gradeable
TRAIN053400,gradeable
TRAIN020757,gradeable
TRAIN071040,gradeable
TRAIN010503,gradeable
TRAIN094330,gradeable
TRAIN055265,gradeable
TRAIN040103,gradeable
TRAIN075723,gradeable
TRAIN094343,gradeable
TRAIN077080,gradeable
TRAIN075853,gradeable
TRAIN055949,gradeable
TRAIN006469,gradeable
TRAIN099338,gradeable
TRAIN059502,gradeable
TRAIN048457,gradeable
TRAIN053409,gradeable
TRAIN078941,gradeable
TRAIN005460,gradeable
TRAIN056071,gradeable
TRAIN055578,gradeable
TRAIN041225,gradeable
TRAIN057484,gradeable
TRAIN083733,gradeable
TRAIN051755,gradeable
TRAIN037274,gradeable
TRAIN014603,gradeable
TRAIN099849,gradeable
TRAIN045744,gradeable
TRAIN004883,gradeable
TRAIN081036,gradeable
TRAIN084994,gradeable
TRAIN068410,gradeable
TRAIN059068,gradeable
TRAIN065574,gradeable
TRAIN074810,gradeable
TRAIN039381,gradeable
TRAIN076329,gradeable
TRAIN029277,gradeable
TRAIN054266,gradeable
TRAIN016014,gradeable
TRAIN015677,gradeable
TRAIN090468,gradeable
TRAIN099884,gradeable
TRAIN040155,gradeable
TRAIN001304,gradeable
TRAIN053052,gradeable
TRAIN033057,gradeable
TRAIN062145,gradeable
TRAIN084715,gradeable
TRAIN011101,gradeable
TRAIN051327,gradeable
TRAIN093416,gradeable
TRAIN077739,gradeable
TRAIN064852,gradeable
TRAIN073434,gradeable
TRAIN071760,gradeable
TRAIN010478,gradeable
TRAIN060599,gradeable
TRAIN052601,gradeable
TRAIN072140,gradeable
TRAIN014521,gradeable
TRAIN084532,gradeable
TRAIN087629,gradeable
TRAIN011230,gradeable
TRAIN043730,gradeable
TRAIN001897,gradeable
TRAIN094036,gradeable
TRAIN099755,gradeable
TRAIN083975,gradeable
TRAIN060943,gradeable
TRAIN097796,gradeable
TRAIN019630,gradeable
TRAIN063276,gradeable
TRAIN093336,gradeable
TRAIN032386,gradeable
TRAIN076357,gradeable
TRAIN028947,gradeable
TRAIN017277,gradeable
TRAIN062669,gradeable
TRAIN062051,gradeable
TRAIN080506,gradeable
TRAIN053430,gradeable
TRAIN077075,gradeable
TRAIN014138,gradeable
TRAIN023324,gradeable
TRAIN042842,gradeable
TRAIN082198,gradeable
TRAIN040086,gradeable
TRAIN062439,gradeable
TRAIN050227,gradeable
TRAIN052292,gradeable
TRAIN027554,gradeable
TRAIN089612,gradeable
TRAIN058011,gradeable
TRAIN098004,gradeable
TRAIN020345,gradeable
TRAIN098645,gradeable
TRAIN099855,gradeable
TRAIN079635,gradeable
TRAIN030004,gradeable
TRAIN037316,gradeable
TRAIN093528,gradeable
TRAIN072001,gradeable
TRAIN056183,gradeable
TRAIN072748,gradeable
TRAIN035049,gradeable
TRAIN096882,gradeable
TRAIN053526,gradeable
TRAIN022705,gradeable
TRAIN094813,gradeable
TRAIN036492,gradeable
TRAIN058702,gradeable
TRAIN006291,gradeable
TRAIN068651,gradeable
TRAIN062079,gradeable
TRAIN034297,gradeable
TRAIN065610,gradeable
TRAIN001641,gradeable
TRAIN078573,gradeable
TRAIN001067,gradeable
TRAIN100940,gradeable
TRAIN082084,gradeable
TRAIN068847,gradeable
TRAIN065085,gradeable
TRAIN079159,gradeable
TRAIN068130,gradeable
TRAIN082657,gradeable
TRAIN043640,gradeable
TRAIN040390,gradeable
TRAIN020477,gradeable
TRAIN069484,gradeable
TRAIN012136,gradeable
TRAIN015165,gradeable
TRAIN030130,gradeable
TRAIN063132,gradeable
TRAIN070899,gradeable
TRAIN067300,gradeable
TRAIN084594,gradeable
TRAIN048359,gradeable
TRAIN028353,gradeable
TRAIN040484,gradeable
TRAIN030559,gradeable
TRAIN054355,gradeable
TRAIN059522,gradeable
TRAIN079928,gradeable
TRAIN033385,gradeable
TRAIN093816,gradeable
TRAIN089638,gradeable
TRAIN050854,gradeable
TRAIN022812,gradeable
TRAIN087525,gradeable
TRAIN006766,gradeable
TRAIN000123,gradeable
TRAIN005421,gradeable
TRAIN085234,gradeable
TRAIN095111,gradeable
TRAIN054500,gradeable
TRAIN071791,gradeable
TRAIN017660,gradeable
TRAIN038017,gradeable
TRAIN030743,gradeable
TRAIN039816,gradeable
TRAIN055714,gradeable
TRAIN024647,gradeable
TRAIN045623,gradeable
TRAIN036077,gradeable
TRAIN001398,gradeable
TRAIN035861,gradeable
TRAIN063185,gradeable
TRAIN068969,gradeable
TRAIN059295,gradeable
TRAIN036738,gradeable
TRAIN010825,gradeable
TRAIN027376,gradeable
TRAIN084039,gradeable
TRAIN003186,gradeable
TRAIN089861,gradeable
TRAIN029910,gradeable
TRAIN097956,gradeable
TRAIN072034,gradeable
TRAIN084571,gradeable
TRAIN097673,gradeable
TRAIN096325,gradeable
TRAIN096458,gradeable
TRAIN061371,gradeable
TRAIN064445,gradeable
TRAIN074684,gradeable
